Id,course,date,RaceTime,Race,Type,Class,AgeLimit,ran,Distance,Yards,going,Limit,WinTime,Seconds,speed,others,pos1,position,TotalBtn,,distance,CardNo,horsename,Draw,Sp,Age,Stone,Lbs,WeightLBS,Favs,Aid,trainer,Jockey,Allow,OR
44562119,Exeter,01/01/2022,15:35,Racing TV HD On Sky 426 Mares' Handicap Hurdle (Challenger Mares' Hurdle Series Qualifier),h,3,4YO plus,7,2m 2f 111y,4071,Heavy (Soft in places),125,4m 52.77s,292.77,13.90511323,13.67,6,6,37,37,74,2,Runasimi River,,7.5,9,11,1,155,,,N P Mulholland,Thomas Doggrell,7,120
44562119,Exeter,01/01/2022,15:35,Racing TV HD On Sky 426 Mares' Handicap Hurdle (Challenger Mares' Hurdle Series Qualifier),h,3,4YO plus,7,2m 2f 111y,4071,Heavy (Soft in places),125,4m 52.77s,292.77,13.90511323,13.85,9,9,,9,18,5,Heva Rose (FR),,8,5,10,9,149,,,Miss V Williams,H F Nugent,5,112
44562120,Exeter,01/01/2022,16:05,Jockey Club Cheltenham And SW Syndicate Open Maiden National Hunt Flat Race (GBB Race),b,5,4YO to 6YO,8,2m 161y,3681,Heavy (Soft in places),,4m 29.14s,269.14,13.67689678,13.68,1,1,0,0,0,1,Astronomic View,,8,5,11,6,160,,,Mrs S Gardner,Lucy Gardner,,
44562120,Exeter,01/01/2022,16:05,Jockey Club Cheltenham And SW Syndicate Open Maiden National Hunt Flat Race (GBB Race),b,5,4YO to 6YO,8,2m 161y,3681,Heavy (Soft in places),,4m 29.14s,269.14,13.67689678,13.67,2,2,0.5,1,1,4,Knowsley Road,,1.5,5,11,6,160,Fav,,P F Nicholls,Lorcan Williams,,
44562120,Exeter,01/01/2022,16:05,Jockey Club Cheltenham And SW Syndicate Open Maiden National Hunt Flat Race (GBB Race),b,5,4YO to 6YO,8,2m 161y,3681,Heavy (Soft in places),,4m 29.14s,269.14,13.67689678,13.66,3,3,2,2,4,8,Hasty Parisian,,7,4,10,4,144,,,M F Harris,Kevin Jones,3,
44562120,Exeter,01/01/2022,16:05,Jockey Club Cheltenham And SW Syndicate Open Maiden National Hunt Flat Race (GBB Race),b,5,4YO to 6YO,8,2m 161y,3681,Heavy (Soft in places),,4m 29.14s,269.14,13.67689678,13.61,4,4,10,10,20,2,Ben Bulben,,1.8,5,11,3,157,2Fav,,Harry Fry,Lorcan Murtagh,3,
44562120,Exeter,01/01/2022,16:05,Jockey Club Cheltenham And SW Syndicate Open Maiden National Hunt Flat Race (GBB Race),b,5,4YO to 6YO,8,2m 161y,3681,Heavy (Soft in places),,4m 29.14s,269.14,13.67689678,13.6,5,5,11.75,12,23.5,5,Merry Monty,,40,5,11,6,160,,,C J Down,James Best,,
44562120,Exeter,01/01/2022,16:05,Jockey Club Cheltenham And SW Syndicate Open Maiden National Hunt Flat Race (GBB Race),b,5,4YO to 6YO,8,2m 161y,3681,Heavy (Soft in places),,4m 29.14s,269.14,13.67689678,13.59,6,6,13.25,13,26.5,9,Mountain Grey,,14,4,10,4,144,,,J W Mullins,Daniel Sansom,3,
44562120,Exeter,01/01/2022,16:05,Jockey Club Cheltenham And SW Syndicate Open Maiden National Hunt Flat Race (GBB Race),b,5,4YO to 6YO,8,2m 161y,3681,Heavy (Soft in places),,4m 29.14s,269.14,13.67689678,13.58,7,7,14.75,15,29.5,6,Lady Wilberry,,50,5,10,13,153,,,Keiran Burke,Alan Johns,,
44562120,Exeter,01/01/2022,16:05,Jockey Club Cheltenham And SW Syndicate Open Maiden National Hunt Flat Race (GBB Race),b,5,4YO to 6YO,8,2m 161y,3681,Heavy (Soft in places),,4m 29.14s,269.14,13.67689678,13.26,8,8,62.75,63,125.5,7,Regal n Bold,,33,5,10,13,153,,,C J Down,Sean Houlihan,,
44562121,Fakenham,01/01/2022,12:45,Fakenham Annual Membership Is Great Value Amateur Jockeys' Handicap Chase,c,5,5YO plus,7,3m 5f 24y,6404,Soft,105,8m 25.56s,505.56,12.66714139,12.67,1,1,0,0,0,2,Goodnight Charlie,,8,12,11,0,154,,,Miss C Fryer,Mr Alex Chadwick,7,97
44562121,Fakenham,01/01/2022,12:45,Fakenham Annual Membership Is Great Value Amateur Jockeys' Handicap Chase,c,5,5YO plus,7,3m 5f 24y,6404,Soft,105,8m 25.56s,505.56,12.66714139,12.66,2,2,2.25,2,4.5,1,Summit Like Herbie,,3,10,11,12,166,2Fav,,N A Twiston-Davies,Mr Z Baker,,102
44562121,Fakenham,01/01/2022,12:45,Fakenham Annual Membership Is Great Value Amateur Jockeys' Handicap Chase,c,5,5YO plus,7,3m 5f 24y,6404,Soft,105,8m 25.56s,505.56,12.66714139,12.63,3,3,12.25,12,24.5,5,Sackett,,7,11,10,11,151,,b1,N B King,Mr Charlie Case,7,94
44562121,Fakenham,01/01/2022,12:45,Fakenham Annual Membership Is Great Value Amateur Jockeys' Handicap Chase,c,5,5YO plus,7,3m 5f 24y,6404,Soft,105,8m 25.56s,505.56,12.66714139,12.64,9,9,,9,18,6,Powerful Position,,1.625,7,10,6,146,Fav,t   p1,Christian Williams,Mr Ben Bromley,5,87
44562121,Fakenham,01/01/2022,12:45,Fakenham Annual Membership Is Great Value Amateur Jockeys' Handicap Chase,c,5,5YO plus,7,3m 5f 24y,6404,Soft,105,8m 25.56s,505.56,12.66714139,12.64,9,9,,9,18,3,Primal Focus,,5,8,10,13,153,,t   p,Christian Williams,Mr Daniel Ellis,7,96
44562121,Fakenham,01/01/2022,12:45,Fakenham Annual Membership Is Great Value Amateur Jockeys' Handicap Chase,c,5,5YO plus,7,3m 5f 24y,6404,Soft,105,8m 25.56s,505.56,12.66714139,12.64,9,9,,9,18,4,Clondaw Bisto,,18,11,11,0,154,,b,Miss S Smith,Mr T Durrell,5,95
44562121,Fakenham,01/01/2022,12:45,Fakenham Annual Membership Is Great Value Amateur Jockeys' Handicap Chase,c,5,5YO plus,7,3m 5f 24y,6404,Soft,105,8m 25.56s,505.56,12.66714139,12.64,9,9,,9,18,7,Shimba Hills,,16,11,9,7,133,,t   p,Mrs Lawney Hill,Miss Izzie Marshall,7,76
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.76,1,1,0,0,0,2,Hidor De Bersy (FR),,0.571428571,5,11,6,160,Fav,,T Symonds,T Scudamore,,120
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.75,2,2,1.5,2,3,8,River Tyne,,5,7,10,8,148,,,N J Gifford,Tabitha Worsley,5,
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.74,3,3,2.75,3,5.5,7,Getbazoutofhere,,25,6,10,13,153,,h,T R Gretton,Lee Edwards,,
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.67,4,4,12.75,13,25.5,4,Menin Gate,,3.5,6,11,6,160,2Fav,,Archie Watson,Benjamin Poste,,
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.58,5,5,25.75,26,51.5,9,Scattercash,,40,6,10,3,143,,,L J Morgan,Mr Lewis Dobb,10,
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.53,6,6,32.75,33,65.5,1,Heron Creek,,11,5,11,6,160,,,Dr R D P Newland,Charlie Hammond,,
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.5,7,7,37,37,74,3,Maykir,,80,6,11,3,157,,,J R Jenkins,N F Houlihan,3,
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.32,8,8,63,63,126,5,Stinggrey,,200,9,11,1,155,,,Maxwell Young,Chris Ward,5,
44562122,Fakenham,01/01/2022,13:20,Happy New Year Maiden Hurdle (Fakenham Double Up Bonus Race) (GBB Race),h,4,4YO plus,9,2m 3y,3523,Soft,,4m 16.00s,256,13.76171875,13.24,9,9,75,75,150,6,Courtly Love,,28,9,10,8,148,,t,Oliver Signy,Jack Andrews,5,
44562123,Fakenham,01/01/2022,13:55,Wells Next The Sea Novices' Handicap Chase,c,5,5YO plus,7,2m 5f 44y,4664,Soft,105,5m 55.17s,355.17,13.13173973,13.13,1,1,0,0,0,1,Animal,,2.25,6,11,12,166,2Fav,,Miss S Smith,Charlie Hammond,,105
44562123,Fakenham,01/01/2022,13:55,Wells Next The Sea Novices' Handicap Chase,c,5,5YO plus,7,2m 5f 44y,4664,Soft,105,5m 55.17s,355.17,13.13173973,13.08,2,2,11,11,22,2,Jony Max,,2,7,11,5,159,Fav,t,Christian Williams,Jack Tudor,3,101
44562123,Fakenham,01/01/2022,13:55,Wells Next The Sea Novices' Handicap Chase,c,5,5YO plus,7,2m 5f 44y,4664,Soft,105,5m 55.17s,355.17,13.13173973,13.02,3,3,22,22,44,7,Realms Of Fire,,14,9,9,9,135,,p,Miss Louise Allan,Shane Quinlan,5,79
44562123,Fakenham,01/01/2022,13:55,Wells Next The Sea Novices' Handicap Chase,c,5,5YO plus,7,2m 5f 44y,4664,Soft,105,5m 55.17s,355.17,13.13173973,12.98,4,4,30.5,31,61,5,Ocean Voyage,,9,7,10,6,146,,t   p,Ian Williams,W T Kennedy,,85
44562123,Fakenham,01/01/2022,13:55,Wells Next The Sea Novices' Handicap Chase,c,5,5YO plus,7,2m 5f 44y,4664,Soft,105,5m 55.17s,355.17,13.13173973,12.98,5,5,30.7,31,61.4,3,Maliboo,,4.5,9,11,8,162,,,N P Mulholland,T Scudamore,,101
44562123,Fakenham,01/01/2022,13:55,Wells Next The Sea Novices' Handicap Chase,c,5,5YO plus,7,2m 5f 44y,4664,Soft,105,5m 55.17s,355.17,13.13173973,13.09,9,9,,9,18,4,Bolt N Brown,,9,6,10,11,151,,b,Miss Gay Kelleway,Benjamin Poste,,90
44562123,Fakenham,01/01/2022,13:55,Wells Next The Sea Novices' Handicap Chase,c,5,5YO plus,7,2m 5f 44y,4664,Soft,105,5m 55.17s,355.17,13.13173973,13.09,9,9,,9,18,6,Scottsdale,,25,9,9,7,133,,,P Winks,Alison Johnson,7,79
44562124,Fakenham,01/01/2022,14:30,Fakenham Racecourse Handicap Hurdle (Fakenham Double Up Bonus Race),h,3,4YO plus,10,2m 4f 1y,4401,Soft,125,5m 19.70s,319.7,13.76603065,13.77,1,1,0,0,0,10,Here Comes Henry,,4,5,10,4,144,2Fav,,Stuart Edmunds,Jack Tudor,3,106
44562124,Fakenham,01/01/2022,14:30,Fakenham Racecourse Handicap Hurdle (Fakenham Double Up Bonus Race),h,3,4YO plus,10,2m 4f 1y,4401,Soft,125,5m 19.70s,319.7,13.76603065,13.75,2,2,2.5,3,5,4,Small Bad Bob,,33,7,11,4,158,,,P Henderson,W T Kennedy,,117
44562124,Fakenham,01/01/2022,14:30,Fakenham Racecourse Handicap Hurdle (Fakenham Double Up Bonus Race),h,3,4YO plus,10,2m 4f 1y,4401,Soft,125,5m 19.70s,319.7,13.76603065,13.75,3,3,3.5,4,7,6,Rays The One,,7,5,10,12,152,,p,G L Moore,N F Houlihan,3,114
44562124,Fakenham,01/01/2022,14:30,Fakenham Racecourse Handicap Hurdle (Fakenham Double Up Bonus Race),h,3,4YO plus,10,2m 4f 1y,4401,Soft,125,5m 19.70s,319.7,13.76603065,13.72,4,4,8.25,8,16.5,2,Bashful Boy,,4.5,6,11,8,162,,p,D Pipe,T Scudamore,,121
44562124,Fakenham,01/01/2022,14:30,Fakenham Racecourse Handicap Hurdle (Fakenham Double Up Bonus Race),h,3,4YO plus,10,2m 4f 1y,4401,Soft,125,5m 19.70s,319.7,13.76603065,13.7,5,5,10.75,11,21.5,8,San Pedro,,22,5,10,4,144,,,P Henderson,Jack Andrews,5,108
