Id,course,RaceDate,RaceTime,Race,Type,Class,AgeLimit,runners,Distance,Yards,going,Limit,WinTime,Seconds,speed,others,pos1,position,TotalBtn,Unnamed: 20,distance,CardNo,horsename,Draw,price,Age,Stone,Lbs,WeightLBS,Favs,Aid,Trainer,Jockey,Allow,OR,Comments,Form,Days,CDB,Odds,Decimal,previous_position,days-since,difficulty
44689119,Plumpton,44689,0.666666667,Trevor Davies Memorial Conditional Jockeys' Handicap Hurdle (Racing Excellence Training Finale),h,3,4YO plus,6,2m 4f 114y,4514,Good,125,4m 55.49s,295.49,15.27632069,15.01,4,4,40,40,80,2,Sainte Doctor (FR),,1.2,6,11,10,164,Fav,t,N P Mulholland,Thomas Doggrell,3,124,"held up in behind leaders, headway 8th, pushed along 10th, given reminder when bad mistake 3 out, soon eased",142211-,20,CD,45517,1.625,1,20,29
44689116,Plumpton,44689,0.59375,Joan Mellett Memorial Handicap Chase,c,4,5YO plus,7,2m 3f 164y,4344,Good,120,5m 3.12s,303.12,14.33095804,14.11,5,5,35,35,70,6,Salamanca School (FR),,2.75,5,10,12,152,Fav,,W Greatrex,Tom Cannon,,104,"disputed lead, led outright 2nd, headed 11th, ridden 3 out, weakened before next",317241-,21,CD,45294,3,1,21,29
44689120,Plumpton,44689,0.6875,Julie Brown Memorial Handicap Hurdle,h,5,4YO plus,7,1m 7f 195y,3495,Good,105,3m 46.30s,226.3,15.44410075,15.38,3,3,7.25,7.25,14.5,2,Sami Bear,,2.5,6,11,8,162,2Fav,,C Gordon,Tom Cannon,,99,"held up in touch, jumped right 5th, headway 3 out, pushed along before 2 out, ridden and went left after last, kept on flat",5U3531-,20,C,45294,3,1,20,29
44689118,Plumpton,44689,0.642361111,betting.bet Sussex Champion Chase Handicap Chase (GBB Race),c,2,5YO plus,7,2m 3f 164y,4344,Good,145,4m 59.95s,299.95,14.48241374,14.09,5,5,62.15,62.15,124.3,2,Slate House,,2.75,10,11,13,167,Fav,t Â Â b,Joe Tizzard,Jonjo O'Neill Jr.,,144,"disputed lead from 2nd, headed 10th, close up when bad mistake 3 out (usual 4 out), weakened quickly, tailed off before 2 out",22461-1,6,D,45329,3.5,1,6,29
44689112,Ludlow,44689,0.673611111,Jewson Mares' Handicap Chase,c,3,5YO plus,5,2m 4f 11y,4411,Good (Good to Firm in Places),125,5m 4.99s,304.99,14.46276927,14.4,3,3,10.75,10.75,21.5,5,Stamina Chope (FR),,5.5,6,11,0,154,,,Dave Roberts,Lee Edwards,,95,"close up, mistake 10th, shaken up approaching 4 out, hit 3 out when every chance, not recover and held from 2 out",455U21-,30,,45389,1.75,1,30,26
44689103,Hamilton,44689,0.7,Sky Bet Sunday Series Handicap,,4,4YO plus,13,1m 68y,1828,Good (Good to Soft in places),85,1m 45.04s,105.04,17.40289414,17.3,5,5,4.6,4.6,9.2,13,Stately Home,13,8.5,5,9,4,130,,,S Lycett,J Fanning,,79,"handy, ridden over 2f out, stayed on one pace",21-7331,33,D,45335,6.5,1,33,32
44689128,Leopardstown (IRE),44689,0.690972222,Derby Trial Stakes (Group 3),,1,3YO only,7,1m 2f,2200,Good,,2m 8.25s,128.25,17.1539961,17.15,1,1,0,0,0,7,Stone Age,6,0.909090909,3,9,5,131,Fav,,A P O'Brien,R L Moore,,109,"made all, travelling well entering straight, pushed along and went well clear 1 1/2f out, ridden and stayed on strongly final furlong, impressive",32262-1,40,D,45389,1.75,1,40,66
44689127,Leopardstown (IRE),44689,0.670138889,Cornelscourt Stakes (Group 3) (Fillies),,1,3YO only,11,1m,1760,Good,,1m 41.74s,101.74,17.29899744,17.02,10,10,12.37,12.37,24.74,11,Suwappu,1,150,3,9,2,128,,,D Bunyan,K J Manning,,,"slowly into stride, always towards rear, never a factor",1,26,,45307,16,1,26,66
44689104,Hamilton,44689,0.720833333,Sky Bet Sunday Series Sprint Handicap,,3,4YO plus,14,5f 7y,1107,Good (Good to Soft in places),90,0m 58.37s,58.37,18.96522186,18.9,3,3,1.45,1.45,2.9,15,The Thin Blue Line,1,20,4,9,2,128,,,K Dalgleish,Callum Rodriguez,,80,"towards rear in centre, ridden and headway over 1f out, ran on, no extra closing stages",271631,10,D,45301,10,1,10,32
44689109,Ludlow,44689,0.611111111,Jewson Builders Merchants Handicap Hurdle,h,5,4YO plus,12,2m 5f 55y,4675,Good,100,5m 6.10s,306.1,15.27278667,15.27,2,2,0.2,0.2,0.4,10,The Wild Wild Sea,,3.5,6,10,2,142,2Fav,,Oliver Greenall,Mr Toby Wynne,7,81,"held up in mid-division, pulled hard, good jump 5th to chase leader, shaken up to lead 3 out, ridden and 2 lengths ahead approaching final flight, reduced advantage when all out inside final 150yds, headed post",777041-,33,D,45296,5,1,33,26
44689119,Plumpton,44689,0.666666667,Trevor Davies Memorial Conditional Jockeys' Handicap Hurdle (Racing Excellence Training Finale),h,3,4YO plus,6,2m 4f 114y,4514,Good,125,4m 55.49s,295.49,15.27632069,15.28,1,1,0,0,0,4,Thibault,,3,9,11,11,165,2Fav,t,Adam West,Ben Ffrench-Davis,,122,"held up in touch, headway 3 out, went second approaching 2 out, led 2 out, jumped left last, ran on well flat",23U517-,30 (10F),CD,45298,7,1,10,29
44690112,Musselburgh,44690,0.659722222,Join Racing TV Now Handicap,,4,4YO plus,6,5f 1y,1101,Good to Firm (Good in places),80,1m 0.17s,60.17,18.29815523,18.26,4,4,0.85,0.85,1.7,4,Albegone,3,3.5,4,9,0,126,2Fav,b,T D Easterby,D Allan,,71,"dwelt and hampered start, soon recovered to race prominently out wide, led over 1f out, strongly pressed inside final furlong, headed and no extra final 110 yards",1126-91,13,CD,45393,2.75,1,13,5
44690111,Musselburgh,44690,0.638888889,Racing Welfare Supporting Mental Health Awareness Week Handicap,,6,4YO plus,7,7f 33y,1573,Good to Firm (Good in places),65,1m 29.96s,89.96,17.48554913,17.49,1,1,0,0,0,5,Aquamas,7,2,4,8,13,125,Fav,b,M Dods,Connor Beasley,,55,"tracked leader, led going well 2f out, ridden clear over 1f out, ran on strongly",25-3321,12,CD,45391,2.25,1,12,5
44690109,Musselburgh,44690,0.597222222,Every Race Live On Racing TV Fillies' Handicap,,5,4YO plus,5,1m 208y,1968,Good to Firm (Good in places),70,1m 55.22s,115.22,17.08036799,16.92,5,5,8.25,8.25,16.5,4,Ayr Empress,2,1.875,4,9,0,126,Fav,v,K Dalgleish,Callum Rodriguez,,61,"led, ridden and headed 2f out, weakened final furlong",43389-1,11,CD,45391,2.25,1,11,5
44690132,Wolverhampton,44690,0.631944444,Sky Sports Racing Sky 415 Handicap,,6,4YO plus,9,1m 4f 51y,2691,Standard (AW - Tapeta),55,2m 39.03s,159.03,16.9213356,16.91,4,4,1.05,1.05,2.1,1,Be Fair,7,0.909090909,6,9,13,139,Fav,,A W Carroll,James Doyle,,59,"mid-division on inside, pushed along 3f out, headway under pressure inside final furlong, kept on close home",6-43551,3,D C,45295,4,1,3,51
44690139,Roscommon (IRE),44690,0.729166667,www.roscommonracecourse.ie Handicap,,,4YO plus,15,7f 70y,1610,Soft to Heavy,,1m 36.85s,96.85,16.62364481,15.47,15,15,54.4,54.4,108.8,1,Breaking Story,14,10,6,10,0,140,,,Richard O'brien,S P Davis,,87,"disputed lead, ridden and headed entering straight, weakened",83541,16,,45329,3.5,1,16,52
44690118,Southwell,44690,0.784722222,N&L Franklin Developments Ltd Novices' Hurdle (GBB Race),h,4,4YO plus,4,1m 7f 182y,3482,Good,,4m 1.50s,241.5,14.41821946,14.42,1,1,0,0,0,3,Clear The Runway,,0.285714286,6,11,2,156,Fav,p,L J Morgan,Adam Wedge,,104,"made all, not fluent 3rd, shaken up before last, readily",312121-,17,D C,45477,0.571428571,1,17,38
44690119,Southwell,44690,0.805555556,Cazoo Handicap Hurdle,h,4,4YO plus,9,1m 7f 182y,3482,Good,110,3m 56.90s,236.9,14.69818489,14.44,7,7,31.75,31.75,63.5,3,Coastguard Station,,0.909090909,6,12,0,168,Fav,p,Henry Oliver,Lorcan Williams,,110,"led, headed before 2 out, soon hung left and weakened, blundered last",112921-,34,CD,45391,2.25,1,34,38
44690136,Wolverhampton,44690,0.717361111,Racing Welfare Supporting Mental Health Awareness Handicap,,6,4YO plus,9,1m 142y,1902,Standard (AW - Tapeta),65,1m 47.55s,107.55,17.68479777,17.68,1,1,0,0,0,5,Courtside (FR),9,2.25,7,9,6,132,Fav,p,S Curran,James Doyle,,62,"dwelt start, held up, rapid headway on inner 2f out, took it up approaching final furlong and went clear, easily",512-051,40,CD,45393,2.75,1,40,51
44690111,Musselburgh,44690,0.638888889,Racing Welfare Supporting Mental Health Awareness Week Handicap,,6,4YO plus,7,7f 33y,1573,Good to Firm (Good in places),65,1m 29.96s,89.96,17.48554913,17.19,6,6,11.75,11.75,23.5,2,Fanzone,6,5.5,5,9,6,132,,,Liam Bailey,A Mullen,,62,"tracked leaders, pushed along over 2f out, hung right inside final 2f, weakened soon after",95/33-41,11,CD,45393,2.75,1,11,5
44690103,Catterick,44690,0.604166667,Lyn Cresey Birthday Handicap,,6,3YO plus,12,5f,1100,Good to Firm (Good in places),55,0m 58.70s,58.7,18.73935264,18.73,2,2,0.2,0.2,0.4,3,Golden Gal,9,1.4,3,8,10,122,Fav,,Ollie Pears,Ryan Sexton,7,58,"mid-division, headway over 2f out, chased winner inside final furlong, ran on, just held",920-131,3,D C,45294,3,1,3,18
44690113,Musselburgh,44690,0.680555556,Racecourse Live Streams On Racing TV Extra Handicap,,6,3YO only,7,1m 2y,1762,Good to Firm (Good in places),55,1m 43.41s,103.41,17.03897109,16.24,7,7,38.2,38.2,76.4,4,Hello Power,4,8,3,9,3,129,,,R A Fahey,Connor Murtagh,3,52,"chased leaders out wide, pushed along 3f out, ridden and weakened over 2f out",558751,14,,45295,4,1,14,5
44690103,Catterick,44690,0.604166667,Lyn Cresey Birthday Handicap,,6,3YO plus,12,5f,1100,Good to Firm (Good in places),55,0m 58.70s,58.7,18.73935264,18.65,4,4,2.15,2.15,4.3,2,Isle Of Dreams,2,5.5,4,8,12,124,J2Fav,,D Carroll,Zak Wheatley,5,49,"prominent, lost place over 3f out, rallied over 1f out, kept on but lacked pace to get on terms",748-81,19,CD,45331,4.5,1,19,18
44690123,Windsor,44690,0.736111111,Springboard / EBF Fillies' Novice Stakes (GBB Race),,3,2YO only,4,5f 21y,1121,Good to Firm (Good in places),,0m 58.82s,58.82,19.05814349,19.06,1,1,0,0,0,1,Katey Kontent,1,1.75,2,9,8,134,2Fav,,C G Cox,A Kirby,,,"led, joined at halfway, asked for effort over 2f out, led outright 2f out, ran on well towards finish, comfortably",1,8,D,45391,2.25,1,8,22
44690101,Catterick,44690,0.5625,Racing To School Apprentice Handicap,,5,4YO plus,5,7f 6y,1546,Good to Firm (Good in places),75,1m 25.58s,85.58,18.06496845,18,3,3,2.25,2.25,4.5,5,Langholm,2,2.5,6,9,2,128,2Fav,t,M Dods,Tyler Heard,,63,"led, ridden and edged right just over 1f out, headed inside final furlong, no impression after",4510-31,14,CD,45389,1.75,1,14,18
44690132,Wolverhampton,44690,0.631944444,Sky Sports Racing Sky 415 Handicap,,6,4YO plus,9,1m 4f 51y,2691,Standard (AW - Tapeta),55,2m 39.03s,159.03,16.9213356,16.88,6,6,2.85,2.85,5.7,2,Miss Sligo,3,5,5,9,8,134,2Fav,t,J A Osborne,Saffie Osborne,3,57,"led, ridden and headed 2f out, weakened inside final furlong",122111,23,D,45294,3,1,23,51
44690125,Windsor,44690,0.777777778,Fitzdares Royal Windsor Stakes (Listed Race) (Colts & Geldings),,1,3YO plus,4,1m 31y,1791,Good to Firm (Good in places),,1m 39.68s,99.68,17.96749599,17.97,1,1,0,0,0,3,Modern News,2,0.5,4,9,7,133,Fav,,C Appleby,W Buick,,109,"wore hood to post, tracked leaders on inside, switched out over 2f out, led going well over 1f out, quickened and clear when edged right and shaken up inside final furlong, easily",111-371,23,D,45388,1.5,1,23,22
44690103,Catterick,44690,0.604166667,Lyn Cresey Birthday Handicap,,6,3YO plus,12,5f,1100,Good to Firm (Good in places),55,0m 58.70s,58.7,18.73935264,18.52,8,8,5.1,5.1,10.2,1,Mokaman,7,5.5,4,9,7,133,J2Fav,,Grant Tuer,Oliver Stammers,3,56,"prominent, ridden and lost place over 1f out, weakened inside final furlong",800651,12,CD,45295,4,1,12,18
44690129,Wolverhampton,44690,0.569444444,Download The At The Races App Handicap,,6,3YO only,12,6f 20y,1340,Standard (AW - Tapeta),65,1m 14.51s,74.51,17.9841632,17.96,4,4,0.85,0.85,1.7,9,Music Banner,11,7,3,9,4,130,,,James Ferguson,Daniel Muscutt,,60,"handy, ridden and pressed leader 2f out, every chance final furlong, no extra close home",11475,39,D,45331,4.5,1,39,51
44690133,Wolverhampton,44690,0.652777778,At The Races App Form Study Handicap,,4,3YO only,8,7f 36y,1576,Standard (AW - Tapeta),85,1m 28.10s,88.1,17.88876277,17.88,2,2,0.2,0.2,0.4,6,Open Mind,7,2.75,3,9,4,130,Fav,p,S bin Suroor,P Cosgrave,,80,"chased leader, ridden and every chance approaching final furlong, ran on well close home, could not go by winner",735-1,18,,45391,2.25,1,18,51
44690116,Southwell,44690,0.743055556,N&L Franklin Developments Ltd Handicap Chase,c,4,5YO plus,7,3m 60y,5340,Good,120,6m 29.10s,389.1,13.72397841,13.72,1,1,0,0,0,4,Percussion,,2.5,7,11,9,163,Fav,t Â Â p,L J Morgan,Adam Wedge,,117,"held up towards rear, headway 13th, led going well 3 out, idled flat, ridden out",413841-,17,C,45515,1.375,1,17,38
44690126,Windsor,44690,0.798611111,Berry Gardens 50th Anniversary Handicap,,5,3YO only,12,1m 31y,1791,Good to Firm (Good in places),70,1m 41.57s,101.57,17.6331594,17.63,1,1,0,0,0,5,Royal Aviation (USA),4,2,3,9,8,134,Fav,,Kevin Philippart De Foy,Jack Mitchell,,69,"wore hood to post, reared as stalls opened and awkwardly away, held up well in rear, rapid headway out wide over 3f out, 2nd going well over 2f out, led over 1f out, stayed on strongly, won with ears pricked and a lot in hand",0-731,33,D,45391,2.25,1,33,22
44690128,Windsor,44690,0.840277778,Fitzdares Supports Charlie Fellowes Racing Fillies' Handicap,,5,3YO plus,8,1m 3f 99y,2519,Good to Firm (Good in places),75,2m 26.58s,146.58,17.18515486,17.06,8,8,8.1,8.1,16.2,4,Sassi Neri,1,4,3,9,2,128,2Fav,,S & E Crisford,R Coakley,,76,"raced keenly, led after 2f, ridden and headed over 2f out, weakened quickly, soon behind",11505,14,,45393,2.75,1,14,22
44690115,Southwell,44690,0.722222222,Download The At The Races App Novices' Handicap Chase,c,5,5YO plus,5,2m 4f 88y,4488,Good,105,5m 20.14s,320.14,14.01886675,14.02,1,1,0,0,0,2,Steady The Ship,,2.75,6,11,11,165,2Fav,b,Jonjo O'Neill,Jonjo O'Neill Jr.,,102,"Made all, ridden 3 out, went clear 2 out, reduced lead on run in but always doing enough",7/05781-,26,CD,45293,2,1,26,38
44690110,Musselburgh,44690,0.618055556,Watch On Racing TV Handicap,,6,4YO plus,8,1m 4f 104y,2744,Good to Firm (Good in places),65,2m 44.12s,164.12,16.71947356,16.59,4,4,9.75,9.75,19.5,5,Sun Festival,7,9,4,8,10,122,,p,Joseph Parr,Alice Bond,7,59,"tracked leader over 3f, handy 3rd until over 2f out, chased leaders, ridden and weakened over 1f out",607-001,16,,45393,2.75,1,16,5
44690105,Catterick,44690,0.645833333,Bryan Bell Pratt Memorial Sprint Handicap,,5,6YO plus,9,5f 212y,1312,Good to Firm (Good in places),70,1m 12.40s,72.4,18.12154696,18.12,1,1,0,0,0,2,The Armed Man,1,4,9,9,5,131,2Fav,,C W Fairhurst,Paula Muir,3,66,"tracked leaders, not much room on inside just inside 2f out, switched right and 2nd over 1f out, ran on inside final furlong, led close home",4888-31,15,D,45519,1.875,1,15,18
44690141,Roscommon (IRE),44690,0.770833333,Irish Stallion Farms EBF Fillies Maiden,,,4YO plus,10,1m 3f 213y,2633,Soft to Heavy,,2m 48.64s,168.64,15.61314042,15.55,2,2,5,5,10,10,The Model Kingdom,11,0.833333333,5,9,4,130,Fav,,N Meade,C T Keane,,,"very slowly away and in rear, some progress into moderate 7th on outer entering straight, pushed along in moderate 3rd 2f out, ridden 1 1/2f out, no impression on winner final furlong, kept on same pace",-,(12J),,45517,1.625,1,12,52
44690106,Catterick,44690,0.666666667,Every Race Live On Racing TV Handicap,,6,4YO plus,10,1m 7f 189y,3489,Good to Firm (Good in places),65,3m 32.62s,212.62,16.40955696,16.32,6,6,8.75,8.75,17.5,7,Tiger Spirit,9,6,5,9,6,132,,t,M Herrington,Jason Hart,,59,"chased leader until over 2f out, weakened inside final furlong",9751,21,D,45329,3.5,1,21,18
44691106,Beverley,44691,0.697916667,Thank You Covid Vaccination Centre Volunteers Handicap,,6,3YO only,9,1m 4f 23y,2663,Good to Firm (Good in places),60,2m 41.80s,161.8,16.45859085,16.46,1,1,0,0,0,5,Appier,3,0.727272727,3,9,5,131,Fav,,S P C Woods,B A Curtis,,56,"towards rear, nudged along and headway on outside 3f out, pressed leaders well over 1f out, ridden and led under 1f out, stayed on strongly, readily",00-71,8,C,45576,1.1,1,8,2
44691122,Newcastle,44691,0.729166667,Cazoo Handicap,,5,4YO plus,7,1m 4f 98y,2738,Standard (AW - Tapeta),75,2m 47.42s,167.42,16.35407956,16.35,1,1,0,0,0,7,Autonomy,3,7,6,8,4,116,,,P A Kirby,A Mullen,,56,"held up in rear, switched wide 3f out, ridden in rear 2f out, headway over 1f out, ran on strongly to lead close home",1-05251,15,D,45333,5.5,1,15,60
44691119,Lingfield,44691,0.802083333,Read Kevin Blake On attheraces.com Handicap,,6,4YO plus,8,1m 5f,2860,Standard (AW - Polytrack),65,2m 44.50s,164.5,17.38601824,17.38,2,2,0.5,0.5,1,4,Avarice,3,3,5,9,7,133,2Fav,,J Butler,S De Sousa,,63,"in touch, pushed along and headway 2f out, ridden and every chance over 1f out, stayed on inside final furlong",050-331,64,,45389,1.75,1,64,63
44691134,Sedgefield,44691,0.645833333,Paxtons Wouldn't Be Without Romero Insurance Handicap Chase,c,4,5YO plus,5,2m 3f 65y,4245,Good,115,4m 47.46s,287.46,14.76727197,14.36,4,4,61.5,61.5,123,1,Cilluirid,,1.2,8,11,12,166,Fav,t,T D Easterby,B S Hughes,,114,"in rear when blundered 1st, progress 6th, chase winner soon after next, mistake 4 out, lost 2nd next, weakened 2 out, lost 3rd flat",11P331-,21,CD,45515,1.375,1,21,68
44691105,Beverley,44691,0.673611111,Westwood Handicap,,5,3YO only,10,1m 1f 207y,2187,Good to Firm (Good in places),75,2m 3.60s,123.6,17.69417476,17.57,6,6,6.47,6.47,12.94,9,Copper Mountain,8,6.5,3,8,7,119,,,M W Easterby,Joanna Mason,3,62,"mid-division, ridden well over 2f out, no impression",17-1241,16,,45295,4,1,16,2
44691124,Newcastle,44691,0.770833333,Download The At The Races App Handicap,,4,4YO plus,8,1m 2f 42y,2242,Standard (AW - Tapeta),80,2m 14.17s,134.17,16.71014385,16.66,5,5,3,3,6,3,Dragons Will Rise,6,7.5,6,9,9,135,,,Micky Hammond,R Havlin,,80,"midfield, switched to near rail and some headway 3f out, ridden 2f out, soon one pace",014-131,55,CD,45295,4,1,55,60
44691108,Chepstow,44691,0.552083333,Bet Â£10 Get Â£10 With vickers.bet Handicap,,5,4YO plus,14,1m 14y,1774,Good to Firm (Good in places),70,1m 34.93s,94.93,18.68745391,18.58,4,4,4.25,4.25,8.5,2,Dundory,5,2.5,6,9,7,133,Fav,p,,Adam J McNamara,,,"towards rear, asked for effort over 2f out, switched left when short for room over 1f out, one paced final furlong",46-2521,12,CD,45329,3.5,1,12,46
44691104,Beverley,44691,0.652777778,Combatting Loneliness In Mental Health Awareness Week Handicap,,6,4YO plus,13,1m 100y,1860,Good to Firm (Good in places),60,1m 45.50s,105.5,17.63033175,17.6,3,3,1.5,1.5,3,4,Elixsoft,2,1.875,7,9,0,126,Fav,,Gemma Tutty,Ryan Sexton,7,58,"slowly away, soon in mid-division, pushed along 2f out, ridden and pressed leaders over 1f out, kept on, no extra",676721,3,D,45329,3.5,1,3,2
44691132,Sedgefield,44691,0.604166667,Paxtons Are Officially Case IH Best Dealer Novices' Limited Handicap Chase (GBB Race),c,3,5YO plus,4,2m 1f,3740,Good,,4m 16.02s,256.02,14.60823373,14.53,2,2,11,11,22,3,Eskendash (USA),,6.5,9,11,7,161,,t,Miss J E Foster,B S Hughes,,121,"keen early, tracked leaders, chased winner soon after 4th, ridden 2 out, no impression",22/5231-,62,,45331,4.5,1,62,68
44691130,Sedgefield,44691,0.5625,Paxtons Your Piippo & Barbier Dealer Handicap Chase,c,5,5YO plus,5,2m 1f,3740,Good,100,4m 15.32s,255.32,14.64828451,14.65,1,1,0,0,0,4,First Revolution,,2.5,8,11,6,160,Fav,h,M Todhunter,Craig Nichol,,92,"close up in rear, not fluent 5th/8th, headway to lead 2 out, ran on",222861-,21,CD,45294,3,1,21,68
44691130,Sedgefield,44691,0.5625,Paxtons Your Piippo & Barbier Dealer Handicap Chase,c,5,5YO plus,5,2m 1f,3740,Good,100,4m 15.32s,255.32,14.64828451,14.36,4,4,38.5,38.5,77,1,Gosuatri (FR),,3,6,12,2,170,2Fav,t Â Â b,Jonjo O'Neill,Jonjo O'Neill Jr.,,102,"tracked leader, mistake 5th, ridden approaching 2 out, soon beaten",635311-,30,,45387,1.25,1,30,68
44691118,Lingfield,44691,0.78125,At The Races App Form Study Novice Stakes (GBB Race),,5,2YO only,4,5f 6y,1106,Standard (AW - Polytrack),,0m 58.46s,58.46,18.91891892,18.92,1,1,0,0,0,1,Knebworth,2,0.8,2,9,8,134,Fav,,Richard Hughes,P Cosgrave,,,"raced wide led 1f, tracked leaders, pushed along 2f out, slightly outpaced over 1f out, ridden and ran on to lead towards finish",1,24,CD,45477,0.571428571,1,24,63
44691108,Chepstow,44691,0.552083333,Bet Â£10 Get Â£10 With vickers.bet Handicap,,5,4YO plus,14,1m 14y,1774,Good to Firm (Good in places),70,1m 34.93s,94.93,18.68745391,18.59,3,3,3.75,3.75,7.5,14,Lilandra (FR),13,20,5,8,1,113,,p,,George Rooke,3,,"mid-division, headway under pressure 2f out, kept on final furlong, no match for first two",7050-01,8,D,45303,12,1,8,46
44691110,Chepstow,44691,0.597222222,Best Odds Guaranteed At vickers.bet Handicap,,5,4YO plus,15,6f 16y,1336,Good to Firm (Good in places),70,1m 11.04s,71.04,18.80630631,18.81,1,1,0,0,0,6,Macs Dilemma,9,2.75,4,9,6,132,Fav,p,J G M O'Shea,Hollie Doyle,,67,"chased leaders, smooth headway over 2f out, pushed along and led over 1f out, stayed on, always doing enough",524311,14,D,45393,2.75,1,14,46
44691115,Lingfield,44691,0.715277778,Download The At The Races App Handicap,,6,4YO plus,10,1m 1y,1761,Standard (AW - Polytrack),60,1m 38.00s,98,17.96938776,17.87,6,6,4.2,4.2,8.4,7,Masqool,9,3.333333333,4,9,7,133,2Fav,,H J Evans,D C Costello,,58,"raced wide close up, pushed along and headway 2f out, weakened inside final furlong",563351,20,D C,45296,5,1,20,63
44691122,Newcastle,44691,0.729166667,Cazoo Handicap,,5,4YO plus,7,1m 4f 98y,2738,Standard (AW - Tapeta),75,2m 47.42s,167.42,16.35407956,16.35,3,3,0.22,0.22,0.44,2,Murau,2,0.833333333,4,9,9,135,Fav,,J R Fanshawe,P Mulrennan,,75,"keen towards rear, headway on outside 3f out, ridden to press leaders 2f out, kept on final furlong",442-1,67,CD,45517,1.625,1,67,60
44691132,Sedgefield,44691,0.604166667,Paxtons Are Officially Case IH Best Dealer Novices' Limited Handicap Chase (GBB Race),c,3,5YO plus,4,2m 1f,3740,Good,,4m 16.02s,256.02,14.60823373,14.61,1,1,0,0,0,1,Nero Rock,,1.625,7,12,0,168,2Fav,,J Candlish,Theo Gillard,3,131,"made all, ridden 2 out, clear approaching next, comfortable",P222U-1,7,D C,45604,0.727272727,1,7,68
44691127,Newcastle,44691,0.833333333,Border Minstrel Novice Stakes (GBB Race),,5,3YO plus,9,7f 14y,1554,Standard (AW - Tapeta),,1m 33.07s,93.07,16.6971097,16.68,3,3,0.55,0.55,1.1,2,Razeyna,3,1.1,3,9,6,132,Fav,,W J Haggas,Tom Marquand,,,"dwelt, towards rear, headway into midfield halfway, ridden 2f out, progress between horses entering final furlong, ran on close home",1,23,D,45293,2,1,23,60
44691112,Chepstow,44691,0.638888889,Join Our Bet Club At vickers.bet Handicap,,6,4YO plus,14,5f 16y,1116,Good to Firm (Good in places),55,0m 59.72s,59.72,18.68720697,18.65,6,6,1,1,2,3,Rhubarb,4,3.333333333,5,9,0,126,Fav,,R J Price,Tyler Heard,5,51,"tracked leaders, pushed along 2f out, held every chance over 1f out, kept on same pace towards finish",322781,12,CD,45391,2.25,1,12,46
44691116,Lingfield,44691,0.739583333,At The Races App Market Movers Handicap,,6,3YO only,9,7f 1y,1541,Standard (AW - Polytrack),65,1m 24.14s,84.14,18.31471357,18.04,7,7,9.45,9.45,18.9,8,Ruith Le Tu,7,1.625,3,9,3,129,Fav,p,J S Moore,L P Keniry,,59,"raced wide and close up when short of room over 5f out and lost place, in touch, plenty to do over 1f out, ridden and no impression final furlong",0056-11,15,CD,45391,2.25,1,15,63
44691103,Beverley,44691,0.631944444,Annie Oxtoby Memorial Handicap,,5,4YO plus,9,5f,1100,Good to Firm (Good in places),70,1m 3.14s,63.14,17.42160279,17.05,8,8,10.2,10.2,20.4,4,Son And Sannie,7,2,6,9,0,126,Fav,,Archie Watson,Benoit D L Sayette,7,68,"awkward start, towards rear, in touch, ridden well over 1f out, weakened 1f out",5570-81,8,D,45294,3,1,8,2
44692131,York,44692,0.600694444,Churchill Tyres Handicap,,2,4YO plus,22,6f,1320,Good,105,1m 11.93s,71.93,18.35117475,18.28,4,4,2.15,2.15,4.3,20,Asadjumeirah,20,33,4,8,6,118,,t,Antony Brittain,Cam Hardie,,86,"mid-division, headway near side of group over 1f out, ridden and ran on inside final furlong, went 4th post, never going pace to reach leaders",153541,16,D,45303,12,1,16,12
44692140,Gowran Park (IRE),44692,0.635416667,Irish Stallion Farms EBF Fillies & Mares Handicap,,,4YO plus,10,1m,1760,Good,,1m 38.74s,98.74,17.82458983,16.52,10,10,58.45,58.45,116.9,2,Aurora Princess,10,10,4,9,4,130,,v,Mrs J Harrington,S T McCullagh,5,85,"slowly away and behind, soon detached",D418-01,18,D C,45297,6,1,18,79
44692121,Perth,44692,0.861111111,Lodge At Perth Racecourse Conditional Jockeys' Handicap Hurdle,h,5,4YO plus,13,2m 4f 35y,4435,Good to Soft (Good in places),100,5m 12.70s,312.7,14.18292293,14.08,6,6,16.75,16.75,33.5,7,Cliffs Of Dooneen,,16,7,11,3,157,,,Mrs R Dobbin,Edward Austin,,89,"in touch, raced keenly, slow 3rd, well beaten after 3 out",5641-,25,,45297,6,1,25,9
44692119,Perth,44692,0.819444444,"Salutation Hotel, Scotland's Most Historic Hotel Handicap Hurdle",h,4,4YO plus,9,2m 7f 207y,5267,Good to Soft (Good in places),115,6m 19.70s,379.7,13.87147748,13.75,7,7,24.9,24.9,49.8,6,Don Brocco,,9,6,11,3,157,,p,Graham & Rutherford,Ryan Mania,,104,"made most until before 2 out, soon weakened",P3F011-,60,D,45296,5,1,60,9
